Word,Number of records using the relevant words/phrases,Group,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
to evaluate,1576794,0,-1.280122943,-1.194196465,-1.072211409,-0.938525543,-0.920426071,-0.770506684,-0.677225094,-0.56296886,-0.484284967,-0.400836999,-0.282690992,-0.137840845,0,0.100215606,0.227412123,0.273476424,0.344666634,0.46135758,0.556381583,0.6745,0.721293657,0.851891855,0.913346617,0.852281587,0.884224902
end point,262805,0,-1.824105327,-1.62763001,-1.439431731,-1.346498349,-1.177227624,-1.035081763,-0.884538704,-0.740615596,-0.658571528,-0.476313047,-0.283952216,-0.112342344,0,0.098626372,0.182051345,0.248878755,0.408016232,0.510965752,0.582950194,0.621282133,0.6745,0.750009564,0.72505333,0.814174727,0.878144198
transform,438954,1,-1.469551251,-0.825021189,-1.507798572,-1.384149232,-0.583936475,0.320754527,0.610462938,0.933320905,0.397465591,-0.221763903,0.0990766,0.220090341,0.23535399,1.059244154,1.073621364,0,-0.601583725,-0.349027186,0.72893595,0.754740514,-0.6745,-1.621943152,-1.067663842,-0.562707892,0.808758444
were performed,1978864,0,-1.16292839,-1.044720363,-0.997422518,-0.838825789,-0.802160614,-0.6745,-0.64074685,-0.53872086,-0.449828048,-0.386904154,-0.262351622,-0.114902408,0,0.177238675,0.344618779,0.433345457,0.467792443,0.586137383,0.810863727,0.976428588,1.112119674,1.254161732,1.334550528,1.200373041,0.806817049
was used,3494576,0,-1.274263771,-1.119761444,-1.045640601,-0.92710436,-0.786897303,-0.6745,-0.579332162,-0.481213937,-0.44435216,-0.395411411,-0.252059821,-0.17311161,0,0.068933729,0.177977039,0.256006729,0.322428862,0.45315798,0.676598794,0.846832543,0.868178035,1.05536698,1.377723117,1.315485659,0.760152718
to compare,600683,0,-1.523617028,-1.396119946,-1.224005119,-1.102934611,-0.922322178,-0.819528653,-0.816599712,-0.653725024,-0.629968179,-0.46952239,-0.350470208,-0.129505664,0,0.143466743,0.264299189,0.349708187,0.417885019,0.5646306,0.624733245,0.689538229,0.6745,0.854223519,0.899373195,0.901186454,0.710918437
effect of,3683181,0,-1.358559155,-1.68081828,-1.157032921,-0.933288839,-0.937706745,-0.337493527,-0.405886963,-0.241152032,-0.348207722,-0.561835764,-0.44274575,-0.33176488,0,0.21074367,0.355871476,0.2975976,0.385066509,0.930702762,1.400633716,1.730941543,1.186587473,1.479775773,2.242890724,1.594596932,0.6745
less likely,108124,0,-1.459390227,-1.412445008,-1.324902193,-1.194083799,-1.022023482,-0.922663318,-0.715578828,-0.655175242,-0.532827727,-0.428551554,-0.236382213,-0.188475538,0,0.016633689,0.081483127,0.241964697,0.405068877,0.59669054,0.600919939,0.717217833,0.722517418,1.057511772,1.277649912,0.984373679,0.6745
more likely,348447,0,-1.318024293,-1.299403368,-1.241122825,-1.088062285,-1.038577448,-0.788279905,-0.633622779,-0.511142458,-0.442516334,-0.34823926,-0.221054507,-0.093137945,0,0.172937372,0.217966278,0.291823426,0.469513499,0.529987285,0.709623033,0.698156385,0.73825571,1.094623953,1.220653385,1.029132457,0.6745
were reported,440242,0,-1.22041333,-0.864747704,-0.938926346,-0.821496419,-0.678378695,-0.638801184,-0.493201401,-0.534970708,-0.577076782,-0.311478139,-0.20211784,-0.097696618,0,0.140731227,0.424562293,0.373894983,0.595567784,0.903398213,1.232995838,1.391001824,1.653950791,1.823153379,1.716436112,1.474024811,0.6745
study period,141429,0,-1.102142286,-0.995203757,-0.929286923,-0.808407626,-0.836073761,-0.721676221,-0.6745,-0.576467296,-0.49038591,-0.438081977,-0.231778301,-0.13017272,0,0.079360716,0.268726421,0.394238451,0.544636722,0.591457117,0.685232613,0.769069115,0.93328298,1.160680805,1.153604309,0.861080093,0.64361872
were enrolled,284181,0,-1.443542018,-1.284289056,-1.200153724,-1.100944825,-0.982006534,-0.863199715,-0.738297613,-0.650431805,-0.605752373,-0.465322442,-0.360968846,-0.158006746,0,0.131260568,0.203106551,0.339059237,0.469582651,0.516149313,0.6745,0.749023484,0.830488044,0.998212632,1.076559608,0.877550789,0.628400338
undoubtedly,13107,1,0,0.569810892,1.674233646,0.900782251,0.365668099,-0.871533439,0.507584722,-0.587932019,-0.045611918,-0.031451166,0.064447843,-0.144775821,-0.202520006,-0.919038609,-0.6745,-1.213014278,-0.848312124,-0.712422997,-1.038951008,0.009833319,1.56600918,3.265202841,2.199997451,2.026281921,0.51480999
sought to,225747,0,-1.471231604,-1.360620359,-1.305522548,-1.174493478,-1.089251904,-0.846269722,-0.718711471,-0.621327412,-0.502958499,-0.272189681,-0.248826502,-0.115883342,0,0.218684966,0.310237693,0.361537382,0.480551252,0.68713047,0.737806355,0.736222166,0.6745,0.78195474,0.688316108,0.672050054,0.472402825
independently associated,107918,0,-1.702311184,-1.548856523,-1.518210973,-1.433311074,-1.20206362,-1.121829323,-0.995613391,-0.806448266,-0.617343355,-0.506685982,-0.369397721,-0.116981702,0,0.228697567,0.355567609,0.462438498,0.549617641,0.61865411,0.6745,0.797258404,0.78315131,1.061385016,0.908881097,0.666438984,0.433141099
to receive,150056,0,-1.888740556,-2.151710816,-0.6745,-0.142606182,-0.731216058,-0.088201746,-0.710152997,-0.700958781,-0.680467819,-0.531725383,-0.012394477,0,0.239926639,-0.063285014,0.477050871,0.197675644,0.624861107,0.955048463,0.815558324,0.762954398,0.082925091,1.191167894,1.680787486,1.364478576,0.401269738
in addition,1665573,1,-1.328482396,-1.089698518,-1.089894426,-0.968769698,-0.769750701,-0.777032525,-0.626550186,-0.554565654,-0.580233523,-0.488641377,-0.283421709,-0.13271169,0,0.059365906,0.213510168,0.307307813,0.413328902,0.6745,1.033559233,1.222076081,0.935141942,1.162395815,2.195830299,1.931602133,0.388122104
common grade,3830,0,-3.741918462,-3.318021154,-3.196092308,-2.791392308,-2.825117308,-2.581259615,-1.971615385,-1.795207692,-1.063634615,-0.6745,-0.441019231,-0.492903846,0,0.466961538,0.415076923,0.285365385,0.33725,1.400884615,0.907980769,0.959865385,0.466961538,0.466961538,0.518846154,0.33488925,0.366175673
treatment allocation,3609,0,-2.58839375,-2.366370833,-2.515322917,-2.01506875,-2.675516667,-2.060035417,-2.481597917,-1.978533333,-1.287170833,-0.702604167,-0.5901875,-0.281041667,0.056208333,0,0.533979167,0.983645833,0.6745,0.6745,1.208479167,0.2529375,0.505875,0.309145833,0.281041667,0.140520833,0.33725
one of,1161057,0,-1.459599579,-1.225247717,-1.009769,-0.971996563,-0.730613977,-0.701220454,-0.6745,-0.651271814,-0.547862658,-0.551280413,-0.301816743,-0.20122467,0,0.101811937,0.217927813,0.324834465,0.466801051,0.650239101,0.945274802,1.398238814,1.542530963,2.007722159,2.394037873,1.934118957,0.272648718
randomly,440781,0,-4.002005944,-3.362825751,-3.343250668,-2.455817591,-2.219399394,-1.739089859,-1.364320604,-1.173377852,-0.837809392,-0.620674955,-0.582001198,-0.310903939,0.125839106,0.428398424,0.739128067,0.930162947,0.78342079,0.545271255,0.556042738,0.6745,0.210471356,0,0.475254956,0.073869067,0.223753529
lower in,272304,0,-1.577500892,-1.364326157,-1.285172138,-0.886571021,-0.977056345,-0.796717306,-0.949376123,-0.510899424,-0.515264586,-0.664249165,-0.403532965,-0.16483494,0,0.373363175,0.506478957,0.6745,0.557170456,0.615741048,0.686673719,0.889478189,0.711688835,0.759468356,0.821439061,0.483979058,0.163873899
treatment assignment,2966,0,-1.186324381,-1.381677199,-0.571850974,-0.83824118,-0.699718273,0,-0.983867825,-0.653543971,-0.404913112,-0.349891103,0.974100184,0.379872433,0.843107241,0.6745,0.919721064,1.691932991,1.248268984,1.613614271,0.616924197,0.793807293,-0.060523855,-0.289949755,-0.199163973,0.013461585,0.162533544
reportedly,18395,1,-0.849998114,-1.086245574,-1.011996372,-0.6745,-0.740851787,-0.897247606,-0.472002177,-0.836498259,-0.04000682,0.020594029,-0.133716063,-0.135660042,0,0.108734581,-0.035882614,0.400459696,0.651152001,0.669748051,1.590768901,0.959495437,1.199732104,1.643607333,1.530363801,0.96754135,0.158839293
objective of,465565,0,-4.098339946,-4.045931794,-3.570286191,-3.358580562,-2.765538964,-2.146196349,-1.475843441,-1.218734812,-0.903129464,-0.662045516,-0.306731627,-0.001452803,0.283625191,0.419392012,0.575754826,0.448367773,0.6745,0.954597785,1.008205689,0.8968206,0.598953714,0.320264355,0,0.064583699,0.067470815
higher in,559188,0,-1.669817814,-1.439332515,-1.446497502,-1.20358399,-1.050733942,-0.909481529,-0.839619976,-0.71339727,-0.672323833,-0.686341253,-0.493957114,-0.233682789,0,0.231292118,0.33955333,0.494322207,0.482674041,0.51168737,0.567215268,0.6745,0.714831205,0.902258649,0.867202382,0.576718054,0.050682973
difference between,697504,0,-2.296613087,-2.141378626,-1.784171746,-1.491322636,-1.378504793,-0.835083219,-0.904294683,-0.619636792,-0.547421096,-0.291684591,-0.1469331,-0.135743961,0.258661572,0.545163191,0.655647979,0.687683163,0.565116629,0.546392533,0.754494456,0.766231436,0.43714856,0.759905743,0.837952641,0.6745,0
fresh,162841,1,-2.084794647,0.958772687,-0.09073329,0.463955107,0.344864166,2.006539983,2.171144501,2.869380828,3.232768774,3.892036944,3.480235287,2.37209341,-0.192776756,-0.206455318,-0.6745,-0.762231703,-0.091985701,-0.467163097,-0.205573733,0.014052885,-0.884820998,-0.955533212,-0.307452776,0.040489941,0
outcome measure,314116,0,-3.473879015,-3.613903346,-3.487881448,-3.137820623,-3.034024787,-2.038188552,-2.002661579,-0.64066172,0.254018138,0.07101894,0.357774766,0.307517234,0.405726098,0.576327542,-0.188378932,-0.509988215,-0.022681141,0.6745,1.247866027,2.086079674,1.126256296,0.843974248,0.086966311,-0.781936468,0
our results,903679,0,-1.649112241,-1.584522599,-1.466065668,-1.307548843,-1.159555146,-1.008555573,-0.811719075,-0.604737663,-0.507638097,-0.373112539,-0.189044459,0,0.168525594,0.356002579,0.49988876,0.642261536,0.700915127,0.911934181,0.952179299,0.945082822,0.738148409,0.6745,0.590967702,0.422710655,-0.048830877
no difference,358938,0,-0.674921831,-0.6745,-0.616737013,-0.25739175,-0.57339229,-0.350652765,-0.432030783,-0.283293662,-0.363195273,-0.255671237,-0.179886224,0,0.460508647,0.720456006,0.692412821,0.777194394,1.295958521,1.581793873,1.802510966,1.754848365,1.526587567,1.729589906,1.235907583,0.784296997,-0.509216189
time of,550384,0,-0.859799801,-1.27840894,-1.199277262,-0.836270987,-0.570962599,-0.401454057,-0.243482619,-0.244598369,-0.510144444,-0.617836771,0,0.318467447,-0.172756562,0.471392052,0.628329662,0.6745,0.71428622,0.899542176,1.027544144,1.266812991,2.899125675,3.250279853,2.696523103,1.549729913,-0.659748338
aim of,1281949,0,-1.635717053,-1.486192976,-1.361408148,-1.161598829,-1.011972107,-0.796758727,-0.666914739,-0.458190917,-0.372913069,-0.197483122,0,0.181499812,0.360055489,0.50312555,0.678547543,0.731129571,0.788031784,0.836443989,0.848078119,0.828034175,0.532410074,0.33649164,0.050166028,-0.233273772,-0.6745
captive,16698,1,-1.255208725,-1.536717045,-1.37756165,-1.860114155,-1.395143694,-1.361923658,-1.570047121,-0.553149666,0.009206731,0.570817297,0.981782275,0.884494154,0.733078282,0.275529447,0,0.651794955,0.565364174,0.898628258,0.769024879,0.527033363,-0.13162079,0.512887032,-0.455213528,-0.376400002,-0.6745
potent,341240,1,0.887205204,0.830263592,0.842675764,0.953244159,0.967222055,0.79466655,0.638290522,0.508089288,0.251776537,0.197327027,0.374748135,0.200487875,0,-0.078996788,-0.226930267,-0.518517646,-0.602429371,-0.531749555,-0.6745,-0.789875197,-1.164240621,-1.27111646,-1.396621022,-1.268631833,-0.763010727
is known,626652,0,-2.093974303,-1.795999998,-1.639759916,-1.371236898,-1.156005551,-0.930253515,-0.704501478,-0.586616022,-0.464668642,-0.285427652,0,0.207102661,0.511205812,0.651322683,0.670170398,0.6745,0.795441816,0.971391018,0.880461323,0.720051923,0.495698582,0.421541618,0.15523871,-0.074831963,-0.941073165
dose of,428696,0,1.405024886,1.228348426,1.143153962,1.161090093,0.885731686,0.796128818,0.696917193,0.471797457,0.287961022,0.034755914,0.117125068,0.052299041,0,-0.218093464,-0.24451147,-0.376669568,-0.502120119,-0.533284971,-0.669759636,-0.789133878,-0.930424807,-0.896846015,-0.6745,-0.86618356,-1.175269318
placebo group,43183,0,2.143432779,1.358133092,0.948704036,1.961502229,1.719450904,1.547238483,0.909701506,1.184628713,0.204625148,-0.180524834,0.168182159,-0.189219148,0,0.0601289,-0.244870883,0.28429594,-0.09195659,-0.23581092,-0.567624943,-0.552503337,-0.6745,-1.400751482,-1.4029535,-1.90216963,-1.227393362
catalyze,201259,1,-1.8886,-0.06745,0.5396,0.6745,0.978025,0.640775,-0.1349,1.0792,0.6745,0.33725,1.450175,1.719975,0.6745,0,0.303525,0.5396,-0.87685,-0.505875,0,-0.168625,-3.338775,-4.5866,-4.417975,-3.443359598,-1.827092345
at least,756550,0,1.269627736,1.29234966,1.432428022,1.22911575,1.114454156,1.053012001,0.887294938,0.840378511,0.400626282,0.061827399,0.241500699,0,0.035712726,-0.045667642,-0.306655243,-0.411618285,-0.435758352,-0.283443855,-0.42443182,-0.611527107,-0.92771387,-0.6745,-0.945457406,-1.377871862,-1.999891737
compared with,1991039,0,-1.529498104,-1.329392165,-1.03832898,-0.656308551,-0.6745,-0.365245367,-0.401628265,-0.128756529,-0.146033858,0.061652276,0.23706678,0.511754022,0.874669973,1.106623318,1.221723891,1.185260223,0.877756334,0.778306411,0.671342874,0.780994198,0.391831624,-0.063253124,0,-1.050276942,-2.433975312
was found,2033616,0,0.43516129,0.6745,0.522193548,0.543951613,0.566494926,0.805048387,0.783290323,0.826806452,0.304612903,0.065274194,0,0.065274194,0.087032258,-0.087032258,-0.195822581,-0.543951613,-0.91383871,-1.087903226,-1.10966129,-1.066145161,-1.370758065,-1.370758065,-1.349,-1.631854839,-2.567451613
suggest that,3005916,0,0.914462189,0.782083054,0.7753941,0.660595834,0.583783406,0.6745,0.618403521,0.585937522,0.375684134,0.211092207,0.130135905,0.088313835,0,-0.077599007,-0.303737453,-0.49619478,-0.760595627,-0.790027602,-1.05355214,-1.379855175,-1.938054515,-2.184771243,-2.490524793,-2.595248013,-2.594636766
thought,278819,1,0.6745,0.6745,0.6745,0.5396,0.60705,0.4047,0.5396,0.47215,0.33725,0.06745,0.20235,0.1349,0,-0.20235,-0.33725,-0.6745,-0.897085,-0.897085,-1.139905,-1.33551,-1.773935,-1.84813,-2.030245,-2.030245,-2.596825
basis of,372637,0,0.528333857,0.538297747,0.799837889,0.71760581,0.6745,0.552599511,0.520746476,0.415136964,0.242979598,0.163968804,0.220737319,0,0.011958673,-0.176700586,-0.404173826,-0.713599905,-0.847043921,-1.14901667,-1.373774747,-1.601071977,-2.072219201,-2.237464636,-2.455894884,-2.807467999,-3.200471485
purpose of,729763,0,-2.969399214,-2.74968112,-1.972374104,-1.417833312,-0.916824384,-0.848705236,-0.418432101,0,0.062722653,-0.133383243,0.352010624,0.594140867,0.6745,0.649415739,0.860994289,0.798513779,0.498186408,0.875149021,0.919056479,0.612792856,0.060533227,-0.195373598,-0.213172218,-1.465481728,-3.550059511
end of,375641,0,3.770001863,3.08321209,3.021471274,3.881374455,1.964937285,3.035699049,1.652821539,2.313305081,1.857385089,-0.6745,-0.264310753,-0.06979312,0.220170449,-0.029275796,-0.110126932,-0.196522368,-0.100397992,-0.24630429,0.198126711,-0.289866252,0,0.055131588,-1.553852721,-2.551048237,-3.792334772
to determine,1584540,0,-0.967541356,-1.004424856,-0.709073731,-0.38885821,0,-0.130498442,-0.021017657,0.234648368,-0.060391588,0.20959684,0.284613908,0.603262799,1.082983426,1.162269496,1.26593676,0.904107647,0.740183078,0.772441108,0.564815365,0.415779988,-0.585205291,-0.6745,-1.013835425,-1.860587135,-4.211109545
results suggest,748688,0,1.175963103,0.956741222,0.929495904,0.6745,0.463568749,0.563836407,0.454527683,0.482706039,0.104752171,0.041451993,0.063127978,0.058353768,0,-0.176576046,-0.31528663,-0.498236379,-0.776010038,-0.693430419,-1.000268859,-1.436724425,-2.24902393,-2.765513101,-3.202720645,-3.642838635,-4.569369774
hypothesis,570580,0,0.314766667,0.4047,0.629533333,0.584566667,0.6745,0.6745,0.6745,0.8094,0.5396,0.359733333,0.4047,0.089933333,0,-0.314766667,-0.764433333,-1.169133333,-1.393966667,-1.573833333,-1.843633333,-2.248333333,-2.8329,-3.012766667,-3.552366667,-3.957066667,-4.5866
all patients,513230,0,-2.056399122,-1.505005877,-0.415370537,0.6745,-1.002870638,0.549823381,-0.157499231,-0.514467451,-0.165444893,-0.159426139,0.096155546,0.313893324,0.4004455,1.680873076,1.139528091,0.03610969,0,0.857476923,0.807765529,-0.309849651,1.651405551,0.891543524,-1.533722475,-4.300051202,-8.211637737
treatment of,1621352,0,-9.932189352,-6.985886754,0.6745,4.210063117,2.147651299,1.839214665,0.08523948,2.442281559,-0.504021039,-0.209390779,-0.41569678,0,0.027477218,-0.182608889,-0.227242427,1.071959167,-0.607168147,-0.695843016,0.600158893,-0.063316043,3.620802598,1.558390779,0.96913026,-0.643313387,-9.617889576
